id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_id
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,PM2.5,103,424,296,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,PM10,125,378,223,NA
90,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,NO2,47,104,68,NA
91,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,NH3,7,9,8,NA
92,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,SO2,10,24,15,NA
93,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,CO,22,98,49,NA
94,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 3:00,OZONE,6,170,57,NA
95,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 3:00,PM2.5,90,393,259,NA
96,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 3:00,PM10,103,350,171,NA
97,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 3:00,NO2,9,12,10,NA
98,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 3:00,CO,18,74,49,NA
99,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 3:00,OZONE,18,76,22,NA
100,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 3:00,PM2.5,106,355,285,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,PM2.5,75,384,277,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,PM10,108,352,222,NA
64,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,NO2,28,114,68,NA
65,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,NH3,6,9,7,NA
66,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,SO2,16,43,22,NA
67,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,CO,25,102,81,NA
68,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 4:00,OZONE,1,106,7,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,PM2.5,147,442,324,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,PM10,173,453,297,NA
71,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,NO2,89,137,114,NA
72,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,NH3,12,18,16,NA
73,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,SO2,6,39,15,NA
74,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,CO,25,161,132,NA
75,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 4:00,OZONE,17,41,22,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,PM2.5,98,420,291,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,PM10,141,413,237,NA
78,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,NO2,22,148,81,NA
79,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,NH3,7,13,9,NA
80,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,SO2,16,47,24,NA
81,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,CO,38,111,94,NA
82,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 4:00,OZONE,15,192,19,NA
83,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 4:00,PM2.5,103,317,241,NA
84,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 4:00,PM10,124,202,171,NA
85,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 4:00,NO2,11,68,37,NA
86,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 4:00,CO,30,91,81,NA
87,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 4:00,OZONE,6,149,10,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,PM2.5,103,424,295,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,PM10,125,378,222,NA
90,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,NO2,47,104,68,NA
91,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,NH3,7,9,8,NA
92,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,SO2,11,24,15,NA
93,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,CO,22,98,50,NA
94,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 4:00,OZONE,6,170,51,NA
95,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 4:00,PM2.5,90,393,259,NA
96,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 4:00,PM10,103,350,171,NA
97,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 4:00,NO2,9,12,10,NA
98,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 4:00,CO,18,74,49,NA
99,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 4:00,OZONE,18,76,22,NA
100,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 4:00,PM2.5,106,355,284,NA
57,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,PM2.5,75,384,279,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,PM10,108,352,218,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,NO2,28,114,68,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,NH3,6,9,7,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,SO2,16,43,22,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,CO,25,102,85,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 5:00,OZONE,1,106,4,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,PM2.5,147,442,320,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,PM10,173,453,289,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,NO2,89,137,114,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,NH3,12,18,15,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,SO2,6,39,15,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,CO,25,161,130,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 5:00,OZONE,17,41,22,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,PM2.5,98,420,288,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,PM10,141,413,232,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,NO2,22,148,79,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,NH3,7,13,9,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,SO2,16,47,24,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,CO,38,111,91,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 5:00,OZONE,15,192,19,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 5:00,PM2.5,103,317,240,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 5:00,PM10,124,202,169,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 5:00,NO2,11,68,37,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 5:00,CO,30,91,81,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 5:00,OZONE,6,149,10,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,PM2.5,103,424,296,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,PM10,125,378,221,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,NO2,47,104,68,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,NH3,7,9,8,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,SO2,11,24,15,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,CO,22,98,51,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 5:00,OZONE,6,170,45,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 5:00,PM2.5,90,393,258,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 5:00,PM10,103,350,171,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 5:00,NO2,9,12,10,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 5:00,CO,18,74,48,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 5:00,OZONE,18,76,23,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 5:00,PM2.5,106,355,284,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 5:00,PM10,127,376,236,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 5:00,NO2,32,369,225,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 5:00,CO,20,114,92,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 5:00,OZONE,2,150,5,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",14-10-19 5:00,PM2.5,89,431,288,NA
57,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,PM2.5,75,384,278,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,PM10,108,352,217,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,NO2,28,114,69,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,NH3,6,9,7,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,SO2,16,43,22,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,CO,25,102,87,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 6:00,OZONE,1,106,3,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,PM2.5,147,442,319,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,PM10,173,453,288,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,NO2,89,137,115,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,NH3,12,18,15,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,SO2,6,39,15,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,CO,25,161,128,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 6:00,OZONE,18,41,22,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,PM2.5,98,420,286,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,PM10,141,413,228,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,NO2,22,148,79,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,NH3,7,13,9,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,SO2,16,47,24,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,CO,38,111,88,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 6:00,OZONE,15,192,19,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 6:00,PM2.5,103,317,236,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 6:00,PM10,124,202,169,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 6:00,NO2,11,68,36,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 6:00,CO,30,91,83,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 6:00,OZONE,6,149,8,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,PM2.5,103,424,294,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,PM10,125,378,217,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,NO2,47,104,68,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,NH3,7,9,8,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,SO2,11,24,15,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,CO,22,98,52,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 6:00,OZONE,6,170,39,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 6:00,PM2.5,90,393,256,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 6:00,PM10,103,299,167,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 6:00,NO2,9,12,10,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 6:00,CO,18,66,46,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 6:00,OZONE,18,76,22,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 6:00,PM2.5,106,355,284,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 6:00,PM10,127,376,234,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 6:00,NO2,32,369,223,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 6:00,CO,20,114,88,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 6:00,OZONE,2,150,5,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",14-10-19 6:00,PM2.5,89,431,283,NA
57,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,PM2.5,75,384,279,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,PM10,108,352,215,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,NO2,28,114,69,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,NH3,6,9,7,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,SO2,15,43,22,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,CO,25,102,89,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 7:00,OZONE,1,106,2,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,PM2.5,147,442,318,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,PM10,173,453,286,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,NO2,89,137,115,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,NH3,12,18,15,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,SO2,6,39,15,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,CO,25,161,129,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 7:00,OZONE,15,41,21,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,PM2.5,98,420,285,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,PM10,141,413,226,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,NO2,22,148,78,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,NH3,7,13,9,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,SO2,16,47,24,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,CO,38,111,84,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 7:00,OZONE,15,192,19,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 7:00,PM2.5,103,317,239,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 7:00,PM10,124,202,169,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 7:00,NO2,11,68,36,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 7:00,CO,30,91,84,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 7:00,OZONE,6,149,7,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,PM2.5,103,424,292,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,PM10,125,378,218,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,NO2,47,104,68,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,NH3,7,9,8,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,SO2,11,24,15,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,CO,22,92,55,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 7:00,OZONE,6,170,30,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 7:00,PM2.5,90,393,252,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 7:00,PM10,103,299,159,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 7:00,NO2,9,12,10,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 7:00,CO,18,59,45,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 7:00,OZONE,18,76,22,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 7:00,PM2.5,106,354,284,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 7:00,PM10,127,376,234,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 7:00,NO2,32,369,222,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 7:00,CO,20,114,86,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 7:00,OZONE,2,150,5,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",14-10-19 7:00,PM2.5,89,418,279,NA
57,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,PM2.5,75,384,275,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,PM10,108,352,216,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,NO2,28,114,70,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,NH3,6,9,7,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,SO2,15,43,22,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,CO,25,102,86,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 8:00,OZONE,1,106,2,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,PM2.5,147,442,316,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,PM10,173,453,283,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,NO2,89,137,116,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,NH3,12,18,15,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,SO2,6,39,14,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,CO,25,161,112,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 8:00,OZONE,15,39,21,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,PM2.5,98,420,284,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,PM10,141,413,224,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,NO2,22,120,77,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,NH3,7,11,9,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,SO2,16,41,24,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,CO,38,111,82,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 8:00,OZONE,15,192,19,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 8:00,PM2.5,103,317,239,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 8:00,PM10,124,201,169,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 8:00,NO2,11,68,36,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 8:00,CO,30,91,83,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 8:00,OZONE,6,149,7,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,PM2.5,103,414,289,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,PM10,125,355,215,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,NO2,47,97,68,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,NH3,7,9,8,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,SO2,11,24,15,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,CO,22,77,59,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",14-10-19 8:00,OZONE,6,170,21,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 8:00,PM2.5,90,333,250,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 8:00,PM10,103,233,157,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 8:00,NO2,9,12,10,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 8:00,CO,18,60,46,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",14-10-19 8:00,OZONE,18,76,23,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 8:00,PM2.5,106,345,283,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 8:00,PM10,127,376,232,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 8:00,NO2,32,369,223,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 8:00,CO,20,114,84,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",14-10-19 8:00,OZONE,2,150,5,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",14-10-19 8:00,PM2.5,89,418,276,NA
57,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,PM2.5,75,357,274,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,PM10,108,352,214,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,NO2,28,114,69,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,NH3,6,8,7,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,SO2,15,43,22,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,CO,25,102,83,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",14-10-19 9:00,OZONE,1,106,2,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,PM2.5,147,365,311,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,PM10,173,361,277,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,NO2,89,137,116,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,NH3,12,18,15,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,SO2,6,39,14,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,CO,25,161,105,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",14-10-19 9:00,OZONE,15,27,21,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,PM2.5,98,358,281,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,PM10,141,283,221,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,NO2,22,120,74,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,NH3,7,10,9,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,SO2,16,38,23,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,CO,38,111,80,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",14-10-19 9:00,OZONE,15,192,20,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 9:00,PM2.5,103,329,240,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",14-10-19 9:00,PM10,124,216,169,NA
