id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_id
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,PM2.5,47,395,113,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,PM10,66,311,117,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,NO2,24,67,44,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,NH3,3,7,5,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,SO2,11,15,12,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,CO,60,101,78,NA
90,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 10:00,OZONE,18,141,91,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 10:00,PM2.5,29,219,78,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 10:00,PM10,40,149,83,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 10:00,NO2,8,10,9,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 10:00,CO,2,76,30,NA
95,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 10:00,OZONE,16,63,40,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 10:00,PM2.5,24,109,76,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 10:00,PM10,80,178,119,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 10:00,NO2,58,259,140,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 10:00,CO,16,96,37,NA
100,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 10:00,OZONE,1,60,23,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-10-19 11:00,PM2.5,23,120,58,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-10-19 11:00,PM10,50,134,82,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-10-19 11:00,NO2,13,64,32,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-10-19 11:00,NH3,4,5,4,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-10-19 11:00,SO2,10,20,14,NA
64,India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-10-19 11:00,CO,15,50,29,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,PM2.5,38,270,80,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,PM10,79,272,138,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,NO2,NA,NA,NA,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,NH3,NA,NA,NA,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,SO2,4,15,9,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,CO,12,118,77,NA
71,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-10-19 11:00,OZONE,26,114,42,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,PM2.5,27,230,77,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,PM10,64,181,102,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,NO2,18,100,54,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,NH3,4,5,4,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,SO2,17,26,21,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,CO,32,108,59,NA
78,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-10-19 11:00,OZONE,12,96,57,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",08-10-19 11:00,PM2.5,34,171,72,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",08-10-19 11:00,PM10,62,156,93,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",08-10-19 11:00,NO2,9,50,21,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",08-10-19 11:00,CO,26,58,34,NA
83,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",08-10-19 11:00,OZONE,7,85,48,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,PM2.5,47,395,120,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,PM10,66,311,121,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,NO2,24,97,46,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,NH3,3,7,5,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,SO2,11,15,12,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,CO,60,102,83,NA
90,India,Delhi,Delhi,"Bawana, Delhi - DPCC",08-10-19 11:00,OZONE,8,141,77,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 11:00,PM2.5,30,225,85,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 11:00,PM10,40,149,86,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 11:00,NO2,8,10,9,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 11:00,CO,2,76,35,NA
95,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",08-10-19 11:00,OZONE,16,63,35,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 11:00,PM2.5,24,226,82,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 11:00,PM10,80,228,123,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 11:00,NO2,58,274,146,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 11:00,CO,16,104,47,NA
100,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",08-10-19 11:00,OZONE,1,60,17,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 12:00,PM2.5,23,120,59,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 12:00,PM10,50,134,82,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 12:00,NO2,13,64,32,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 12:00,NH3,4,5,4,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 12:00,SO2,10,20,14,NA
64,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 12:00,CO,15,50,31,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,PM2.5,38,270,88,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,PM10,79,301,145,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,NO2,NA,NA,NA,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,NH3,NA,NA,NA,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,SO2,4,20,10,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,CO,12,118,83,NA
71,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 12:00,OZONE,26,114,42,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,PM2.5,27,230,84,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,PM10,64,209,106,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,NO2,18,93,53,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,NH3,4,5,4,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,SO2,17,26,21,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,CO,32,108,65,NA
78,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 12:00,OZONE,14,96,49,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 12:00,PM2.5,34,171,78,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 12:00,PM10,62,156,96,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 12:00,NO2,9,50,22,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 12:00,CO,26,58,37,NA
83,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 12:00,OZONE,6,85,39,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,PM2.5,47,395,122,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,PM10,66,311,123,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,NO2,24,97,47,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,NH3,3,7,5,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,SO2,11,15,12,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,CO,60,102,87,NA
90,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 12:00,OZONE,8,141,67,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 12:00,PM2.5,30,225,90,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 12:00,PM10,40,149,88,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 12:00,NO2,8,10,9,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 12:00,CO,2,76,36,NA
95,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 12:00,OZONE,16,63,31,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 12:00,PM2.5,24,275,91,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 12:00,PM10,80,234,127,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 12:00,NO2,58,313,152,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 12:00,CO,16,104,56,NA
100,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 12:00,OZONE,1,60,15,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 1:00,PM2.5,23,120,59,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 1:00,PM10,50,134,82,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 1:00,NO2,13,64,32,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 1:00,NH3,4,5,4,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 1:00,SO2,10,20,14,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 1:00,CO,15,50,33,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,PM2.5,38,270,96,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,PM10,79,301,150,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,NO2,NA,NA,NA,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,NH3,NA,NA,NA,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,SO2,4,20,10,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,CO,12,118,94,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 1:00,OZONE,26,213,213,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,PM2.5,27,243,92,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,PM10,64,209,109,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,NO2,18,93,52,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,NH3,4,5,4,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,SO2,17,25,20,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,CO,32,108,71,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 1:00,OZONE,14,96,41,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 1:00,PM2.5,34,171,78,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 1:00,PM10,62,156,97,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 1:00,NO2,9,51,23,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 1:00,CO,26,70,42,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 1:00,OZONE,6,85,31,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,PM2.5,47,395,117,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,PM10,66,311,124,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,NO2,24,97,49,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,NH3,3,6,5,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,SO2,11,15,12,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,CO,60,102,92,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 1:00,OZONE,8,141,58,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 1:00,PM2.5,30,225,94,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 1:00,PM10,40,149,90,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 1:00,NO2,8,10,9,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 1:00,CO,2,76,41,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 1:00,OZONE,16,63,27,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 1:00,PM2.5,24,275,98,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 1:00,PM10,80,262,132,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 1:00,NO2,58,329,159,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 1:00,CO,16,104,63,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 1:00,OZONE,2,162,162,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",09-10-19 1:00,PM2.5,44,244,90,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 2:00,PM2.5,23,120,59,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 2:00,PM10,50,134,83,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 2:00,NO2,13,64,32,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 2:00,NH3,4,5,4,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 2:00,SO2,10,20,14,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 2:00,CO,15,50,37,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,PM2.5,38,270,102,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,PM10,79,301,154,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,NO2,NA,NA,NA,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,NH3,NA,NA,NA,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,SO2,4,20,10,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,CO,12,118,101,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 2:00,OZONE,26,213,68,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,PM2.5,27,243,98,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,PM10,64,209,111,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,NO2,18,93,52,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,NH3,4,5,4,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,SO2,17,25,20,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,CO,32,108,75,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 2:00,OZONE,14,96,35,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 2:00,PM2.5,34,171,81,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 2:00,PM10,62,157,99,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 2:00,NO2,9,51,24,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 2:00,CO,26,73,47,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 2:00,OZONE,6,85,22,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,PM2.5,47,395,123,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,PM10,66,311,128,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,NO2,24,97,51,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,NH3,3,6,4,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,SO2,11,15,12,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,CO,60,102,93,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 2:00,OZONE,8,141,48,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 2:00,PM2.5,30,225,98,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 2:00,PM10,40,149,90,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 2:00,NO2,8,10,9,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 2:00,CO,2,76,46,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 2:00,OZONE,16,63,23,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 2:00,PM2.5,24,275,105,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 2:00,PM10,80,262,135,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 2:00,NO2,58,329,164,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 2:00,CO,16,104,69,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 2:00,OZONE,2,162,38,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",09-10-19 2:00,PM2.5,44,244,97,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 3:00,PM2.5,23,120,59,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 3:00,PM10,50,134,82,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 3:00,NO2,13,64,32,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 3:00,NH3,4,5,4,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 3:00,SO2,10,20,14,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 3:00,CO,15,50,42,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,PM2.5,38,270,109,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,PM10,79,301,158,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,NO2,NA,NA,NA,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,NH3,NA,NA,NA,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,SO2,4,20,10,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,CO,12,118,107,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 3:00,OZONE,26,213,75,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,PM2.5,27,243,101,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,PM10,64,209,112,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,NO2,18,93,52,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,NH3,4,5,4,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,SO2,17,25,20,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,CO,32,108,80,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 3:00,OZONE,14,96,28,NA
78,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 3:00,PM2.5,37,171,81,NA
79,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 3:00,PM10,62,157,99,NA
80,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 3:00,NO2,9,51,24,NA
81,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 3:00,CO,26,73,50,NA
82,India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",09-10-19 3:00,OZONE,6,85,16,NA
83,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,PM2.5,47,395,128,NA
84,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,PM10,66,311,130,NA
85,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,NO2,24,97,51,NA
86,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,NH3,3,6,4,NA
87,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,SO2,11,15,12,NA
88,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,CO,60,102,96,NA
89,India,Delhi,Delhi,"Bawana, Delhi - DPCC",09-10-19 3:00,OZONE,8,141,47,NA
90,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 3:00,PM2.5,30,225,103,NA
91,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 3:00,PM10,40,149,92,NA
92,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 3:00,NO2,8,10,9,NA
93,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 3:00,CO,2,76,50,NA
94,India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",09-10-19 3:00,OZONE,16,63,21,NA
95,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 3:00,PM2.5,24,275,114,NA
96,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 3:00,PM10,80,262,137,NA
97,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 3:00,NO2,58,329,171,NA
98,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 3:00,CO,16,104,74,NA
99,India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",09-10-19 3:00,OZONE,2,162,47,NA
100,India,Delhi,Delhi,"DTU, Delhi - CPCB",09-10-19 3:00,PM2.5,44,244,102,NA
58,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 4:00,PM2.5,23,120,59,NA
59,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 4:00,PM10,50,134,82,NA
60,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 4:00,NO2,13,64,32,NA
61,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 4:00,NH3,4,5,4,NA
62,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 4:00,SO2,10,20,14,NA
63,India,Delhi,Delhi,"Alipur, Delhi - DPCC",09-10-19 4:00,CO,15,50,47,NA
64,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,PM2.5,38,270,116,NA
65,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,PM10,79,301,164,NA
66,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,NO2,NA,NA,NA,NA
67,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,NH3,NA,NA,NA,NA
68,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,SO2,5,40,12,NA
69,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,CO,12,118,106,NA
70,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",09-10-19 4:00,OZONE,26,213,84,NA
71,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,PM2.5,27,243,105,NA
72,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,PM10,64,209,114,NA
73,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,NO2,18,93,52,NA
74,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,NH3,4,5,4,NA
75,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,SO2,16,25,20,NA
76,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,CO,32,108,83,NA
77,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",09-10-19 4:00,OZONE,14,96,22,NA
